,Timestamp,Date,Close,Volume,Open,High,Low,Vwap,Transactions,MACD Value,Signal,RSI Value,%K,%D,%J,Williams %R,Target
0,1682654400000,2023-04-29,1.47,1788824.0,1.43,1.47,1.42,1.456,5540,0.02639150114424904,0.03904204046359065,56.573965178895264,38.36477987421378,27.193770589996962,60.70679844264742,-54.7169811320755,1.0
1,1682913600000,2023-05-02,1.51,2177814.0,1.48,1.535,1.47,1.5094,7986,0.03000424784323319,0.037234481939519164,59.44020214484786,58.730158730158685,39.642607567135826,96.90526105620441,-39.62264150943397,1.0
2,1683000000000,2023-05-03,1.47,1512385.0,1.52,1.525,1.44,1.4746,5107,0.02930193545248594,0.035647972642112516,55.4955835097666,63.49206349206346,53.52900069881198,83.41818907856641,-54.7169811320755,-1.0
3,1683086400000,2023-05-04,1.53,2342667.0,1.48,1.57,1.47,1.5292,7548,0.033204090297883626,0.03515919617326674,59.80459001314603,71.42857142857139,64.55026455026452,85.18518518518513,-32.075471698113205,1.0
4,1683172800000,2023-05-05,1.69,4483328.0,1.58,1.715,1.5701,1.6566,11615,0.048646472694729104,0.03785665147755921,68.54949471622858,77.01766152470374,70.64609881511286,89.7607869438855,-6.849315068493188,1.0
5,1683259200000,2023-05-06,1.83,3829279.0,1.71,1.85,1.71,1.81,11067,0.07135892075271677,0.044557105332590725,73.90017447434245,89.94283159273095,79.46302151533536,110.90245174752215,-4.0000000000000036,1.0
6,1683518400000,2023-05-09,1.86,3281111.0,1.9,1.91,1.82,1.8649,9982,0.09073352910865906,0.0537923900878044,74.88616397076478,93.26173491163429,86.74074267635633,106.30371938219022,-8.9285714285714,1.0
7,1683604800000,2023-05-10,1.85,2087753.0,1.85,1.86,1.81,1.8425,6782,0.10408134444042405,0.06385018095832834,73.88420550147579,91.83556784634953,91.68004478357159,92.14661397190542,-10.714285714285687,1.0
8,1683691200000,2023-05-11,1.83,2168189.0,1.88,1.885,1.79,1.8272,7560,0.11175748073237157,0.07343164091313699,71.81465562530911,87.75393519328833,90.95041265042407,81.36098027901684,-14.545454545454522,1.0
9,1683777600000,2023-05-12,1.78,2200996.0,1.86,1.87,1.77,1.8078,8250,0.1125093541151525,0.08124718355354009,66.77864557522054,81.56438006756298,87.05129436906695,70.59055146455503,-23.636363636363626,1.0
10,1683864000000,2023-05-13,1.72,2952662.0,1.77,1.77,1.69,1.7129,7110,0.10702994603482252,0.08640373604979658,61.229804244923244,71.8627876682588,80.39370097637004,54.800961052036314,-34.54545454545455,1.0
11,1684123200000,2023-05-16,1.72,1840253.0,1.73,1.755,1.7,1.7264,6049,0.1015172480113753,0.08942643844211233,61.229804244923244,62.9110251450677,72.1127309602965,44.507613514610085,-34.54545454545455,1.0
12,1684209600000,2023-05-17,1.62,2123310.0,1.73,1.73,1.62,1.651,7025,0.08806408291595202,0.08915396733688027,52.75639928115686,43.691146123494825,59.488319645607106,12.096799079270255,-54.71698113207544,-1.0
13,1684296000000,2023-05-18,1.64,2353252.0,1.63,1.64,1.58,1.6185,6260,0.07811571615553814,0.08694631710061185,54.1238042939758,29.89359615573207,45.49858914143153,-1.3163898156668523,-55.102040816326536,-1.0
14,1684382400000,2023-05-19,1.58,3193660.0,1.65,1.68,1.55,1.6034,8766,0.06464487933577767,0.08248602954764502,49.49546173127174,13.731979994115912,29.105574091114267,-17.015208199880796,-70.21276595744678,-1.0
