,Timestamp,Date,Close,High,Low,Vwap,MACD Value,Signal,RSI Value,%K,%D,%J,Williams %R,Target
0,1682654400000,2023-04-29,381.12991722325125,381.3709525613413,377.0493551561227,380.7149,2.286114729363476,2.523804197758265,59.407712440066135,52.71490384834485,33.333325905063035,91.4780597349085,-4.909010345312801,1.0
1,1682913600000,2023-05-02,381.65798344465026,383.18619051226824,380.6258710312245,382.3642,2.4671271129985257,2.5124687808063175,58.942456473771585,80.16611001563304,51.91452436354438,136.66928131981035,-13.13760427814856,1.0
2,1683000000000,2023-05-03,378.33959668893004,381.52523810245367,375.8611742062449,376.9684,2.239406021966147,2.457856229038284,51.756724568481836,80.09615370070632,70.99238918822807,98.30368272566281,-41.66492427441968,-1.0
3,1683086400000,2023-05-04,375.57191933778597,380.46504762049074,374.852234841249,377.096,1.8256711954084608,2.3314192223123196,47.892956172273365,59.91317823600633,73.39181398411523,32.95590673978853,-65.45793673941279,-1.0
4,1683172800000,2023-05-05,372.8263838675572,375.38100952409815,371.7064469682498,372.4415,1.262139109696193,2.1175631997890942,44.19157918291523,34.60551261802984,58.204948184914166,-12.593358515738814,-89.060601132078,-1.0
5,1683259200000,2023-05-06,377.74127677351146,379.1482019048196,374.68528939364995,377.9769,1.3510853204949171,1.9642676239302588,53.780536774226356,32.89097832332923,42.46988972578847,13.733155518410754,-46.808527158521535,1.0
6,1683518400000,2023-05-09,378.8922553547023,379.52564038096386,377.24105787873,379.0264,1.4221276757304508,1.8558396342902974,54.04200325929627,42.40567075496917,36.63405389877608,53.94890446735535,-36.91385944449295,1.0
7,1683604800000,2023-05-10,377.8104510709405,378.7691280761927,377.31221157574595,377.8457,1.3307548466331127,1.7508226767588606,51.58760122657309,56.48318955669114,43.92661287832984,81.59634291341372,-46.21385346207157,-1.0
8,1683691200000,2023-05-11,378.9140902141881,380.4178256152385,375.9744423151492,378.4607,1.3756250819941442,1.6757831578059175,53.85816599439167,59.68128241833941,52.856714243333236,73.33041876835175,-36.72615075666399,-1.0
9,1683777600000,2023-05-12,378.7108180428376,379.18756512304765,376.53088846302984,378.0794,1.3528239834080864,1.6111913229263515,52.99832909418286,58.990918352011796,58.38513010901411,60.20249483800717,-38.473629488145775,1.0
