,Timestamp,Date,Close,Volume,Open,High,Low,Vwap,Transactions,MACD Value,Signal,RSI Value,%K,%D,%J,Williams %R,Target
0,1682654400000,2023-04-29,1.461993820842901,1637514.7205911432,1.426925920238554,1.4632146743924874,1.4113841586611264,1.456,5540,0.02639150114424904,0.03904204046359065,56.573965178895264,34.41674984824224,26.081749939753035,51.08674966522066,-57.70946374944129,1.0
1,1682913600000,2023-05-02,1.50039876416858,2069754.1441182285,1.4693851840477108,1.5206429348784973,1.4582768317322252,1.5094,7986,0.03000424784323319,0.037234481939519164,59.44020214484786,54.90345470182885,36.61504303540423,91.4802780346781,-42.16940082247748,1.0
2,1683000000000,2023-05-03,1.476079752833716,1623858.8288236456,1.509877036809542,1.5241285869756993,1.4436553663464449,1.4746,5107,0.02930193545248594,0.035647972642112516,55.4955835097666,63.649727116656216,50.98997722224244,88.96922690548378,-52.00977379895949,-1.0
3,1683086400000,2023-05-04,1.519215950566743,2198905.3657647287,1.4859754073619083,1.5608257173951396,1.4647310732692889,1.5292,7548,0.033204090297883626,0.03515919617326674,59.80459001314603,71.74053151191981,63.43123777680163,88.35911898215618,-34.555270051443706,1.0
4,1683172800000,2023-05-05,1.6558431901133486,4026443.4731529457,1.5611950814723816,1.684165143479028,1.5490262146538578,1.6566,11615,0.048646472694729104,0.03785665147755921,68.54949471622858,77.26735156320693,70.88587006392765,90.03031456176546,-8.669470951063337,1.0
5,1683259200000,2023-05-06,1.7951686380226697,3868711.8946305886,1.680239016294476,1.8168330286958057,1.6778052429307713,1.81,11067,0.07135892075271677,0.044557105332590725,73.90017447434245,88.38039181849665,79.12942496454114,106.88232552640764,-4.716273962471993,1.0
6,1683518400000,2023-05-09,1.8470337276045339,3398631.1789261177,1.856047803258895,1.891366605739161,1.7915610485861542,1.8649,9982,0.09073352910865906,0.0537923900878044,74.88616397076478,92.64351845811139,86.09708727993832,105.73638081445753,-8.30378609833308,1.0
7,1683604800000,2023-05-10,1.8494067455209067,2349928.6357852235,1.8512095606517789,1.8662733211478322,1.8063122097172308,1.8425,6782,0.10408134444042405,0.06385018095832834,73.88420550147579,92.87899895828758,91.3009697449652,96.03505738493234,-7.859307101836781,1.0
8,1683691200000,2023-05-11,1.8338813491041812,2204536.9271570444,1.8742419121303555,1.8812546642295664,1.7932624419434462,1.8272,7560,0.11175748073237157,0.07343164091313699,71.81465562530911,90.48368093982619,92.00206611874172,87.44691058199513,-10.912933521838783,1.0
9,1683777600000,2023-05-12,1.7907762698208363,2201704.1854314087,1.8628483824260713,1.8722509328459132,1.7746524883886892,1.8078,8250,0.1125093541151525,0.08124718355354009,66.77864557522054,85.79982087873908,89.7208335922843,77.95779545164868,-19.09595108510202,1.0
10,1683864000000,2023-05-13,1.7341552539641671,2802470.4370862814,1.7885696764852141,1.7904501865691826,1.7069304976777377,1.7129,7110,0.10702994603482252,0.08640373604979658,61.229804244923244,76.81377749332187,84.36575977062905,61.70981293870747,-29.844818153859563,1.0
11,1684123200000,2023-05-16,1.7228310507928335,2032696.487417256,1.7417139352970428,1.7620900373138362,1.7013860995355476,1.7264,6049,0.1015172480113753,0.08942643844211233,61.229804244923244,67.63815409756742,76.7505841565428,49.41329397961667,-31.994591567611042,1.0
12,1684209600000,2023-05-17,1.6405662101585665,2105187.2974834507,1.7323427870594084,1.7364180074627673,1.6362772199071096,1.651,7025,0.08806408291595202,0.08915396733688027,52.75639928115686,50.707203604445986,65.05304506511176,22.01552068311443,-48.75156712700432,-1.0
13,1684296000000,2023-05-18,1.6401132420317133,2303639.05949669,1.6504685574118816,1.6592836014925532,1.591255443981422,1.6185,6260,0.07811571615553814,0.08694631710061185,54.1238042939758,34.505321313942005,50.95022633865181,1.6155112645223966,-52.34636500501016,-1.0
14,1684382400000,2023-05-19,1.5920226484063427,3015655.811899338,1.6500937114823764,1.6758567202985106,1.5582510887962844,1.6034,8766,0.06464487933577767,0.08248602954764502,49.49546173127174,17.719153279169333,34.310559399185784,-15.463658960863569,-66.86094316927446,-1.0
15,1684468800000,2023-05-20,1.5584045296812685,2213126.3623798676,1.6180187422964754,1.635171344059702,1.5356502177592568,1.5582,7321,0.05096094872957457,0.07618101338403094,47.316716413341595,11.000636845823474,21.075037146311608,-9.148163755152794,-74.36982741588717,-1.0
16,1684728000000,2023-05-23,1.5116809059362537,2475602.8724759733,1.547603748459295,1.5630342688119403,1.4951300435518513,1.5148,6919,0.03567056493577381,0.06807892369437951,43.852027860808946,7.0028048352023005,11.907531653398374,-2.806648801189848,-88.9953299493918,-1.0
17,1684814400000,2023-05-24,1.5583361811872507,2981658.9744951944,1.5015207496918588,1.5806068537623879,1.4910260087103702,1.5483,8686,0.02886846293281553,0.06023683154206672,49.43438497089172,9.50887013474568,9.170770605257156,10.185069193722729,-83.18677321849528,-1.0
18,1684900800000,2023-05-25,1.50366723623745,1966858.994899039,1.5323041499383716,1.5641213707524775,1.482205201742074,1.4975,5576,0.016828429022431646,0.051555151038139714,44.04480565054707,9.635115901935084,8.71559695729436,11.47415379121653,-94.75462878812276,-1.0
19,1684987200000,2023-05-26,1.4367334472474897,2069709.3989798077,1.4904608299876743,1.5128242741504954,1.4164410403484147,1.4291,5727,0.0016195314684561701,0.04156802712420301,39.94142313154589,10.163252194555085,9.769079410411955,10.951597762841345,-95.72724477732012,-1.0
20,1685073600000,2023-05-27,1.415346689449498,2160220.2797959615,1.4180921659975347,1.4465648548300991,1.3792882080696829,1.3966,8252,-0.011112448455238955,0.031031932008314618,39.37703616774235,7.643404004755418,9.147257367081867,4.635697280102519,-92.81655558109048,-1.0
21,1685419200000,2023-05-31,1.3950693378898995,1999575.2559591923,1.4356184331995068,1.4493129709660197,1.3718576416139368,1.4023,7234,-0.022556450407362316,0.02031425552517923,38.21400676552601,7.867668891884229,8.558108363731582,6.4867899481895215,-95.44329957863194,-1.0
22,1685505600000,2023-06-01,1.3910138675779797,3252696.6511918386,1.3991236866399013,1.425862594193204,1.3463715283227873,1.3856,6745,-0.031265495237004615,0.009998305372742463,38.21400676552601,10.4271040114093,8.646058969349653,13.989194095528596,-91.51091697616972,-1.0
23,1685592000000,2023-06-02,1.3982027735155957,2234700.9302383675,1.3758247373279802,1.4131725188386406,1.3412743056645575,1.3743,6944,-0.03693479822049062,0.0006116846540958464,39.254410239195956,13.518258721518768,10.604343874937436,19.34608841468143,-87.32601854391955,-1.0
24,1685678400000,2023-06-03,1.439640554703119,2927518.586047673,1.4031649474655958,1.458634503767728,1.3882548611329113,1.4441,8938,-0.03696704644720472,-0.006904061566164267,44.304366289483475,24.673188506571552,16.206183746499878,41.607198026714904,-76.62486412923766,-1.0
25,1685937600000,2023-06-06,1.4479281109406237,2006558.1172095344,1.4486329894931191,1.4837269007535456,1.4376509722265822,1.4631,7577,-0.03657103526930605,-0.012837456306792623,44.304366289483475,35.01115482205591,24.400867350048745,56.231729766070224,-73.008856071675,-1.0
26,1686024000000,2023-06-07,1.5055856221881245,3378969.223441907,1.4417265978986236,1.5269853801507092,1.4315301944453165,1.4978,11019,-0.03025996058269831,-0.016321957161973762,50.92810345601181,53.13200918295818,37.605450837195214,84.18512587448411,-50.89062983082051,1.0
