,Timestamp,Date,Close,High,Low,Vwap,MACD Value,Signal,RSI Value,%K,%D,%J,Williams %R,Target
0,1682654400000,2023-04-29,41.3524,41.42,40.5218,41.1329,1.8488914023538783,1.2880919973305833,88.57075099613128,94.64003519376234,86.09527243591651,111.729560709454,-0.8962664403903104,1.0
1,1682913600000,2023-05-02,40.7856,41.5458,40.7422,41.0115,1.9790133698629973,1.4262762718370663,82.56018599559606,94.16556783679759,90.9032018251334,100.69029986012598,-9.914186598502798,1.0
2,1683000000000,2023-05-03,41.0792,41.1776,40.5158,40.9735,2.081829004009883,1.5573868182716297,83.19630822295113,92.74308472313794,93.84956258456596,90.5301290002819,-6.285868247339345,1.0
3,1683086400000,2023-05-04,41.1624,41.3342,40.9424,41.1175,2.1452950535094573,1.6749684653191954,83.38129802182598,90.97476245185537,92.62780500393029,87.66867734770551,-5.327441744132752,1.0
4,1683172800000,2023-05-05,40.6702,41.2466,40.5728,40.8101,2.131307541823837,1.7662362806201237,77.91648400216063,90.32594436408893,91.3479305130274,88.28197206621198,-12.92856510055221,1.0
5,1683259200000,2023-05-06,40.5642,40.699,40.4055,40.5839,2.087604419656202,1.8305099084273393,76.74985375880709,87.43875228452576,89.57981970015669,83.15661745326389,-16.25542344251979,1.0
6,1683518400000,2023-05-09,40.6568,40.7364,40.3278,40.5718,2.0369606126057036,1.8718000492630122,77.07281061385478,80.28530770945024,86.01666811935497,68.82258688964075,-14.945195346647889,-1.0
7,1683604800000,2023-05-10,40.6532,40.9392,40.6182,40.7636,1.973782010356956,1.892196441481801,77.028014151615,66.86743435739406,78.19716478379002,44.20797350460214,-15.012277574085942,-1.0
8,1683691200000,2023-05-11,41.0968,41.1586,40.7328,40.972,1.9371767577648313,1.9011925047384073,78.67294318697759,60.08257485580958,69.07843897421795,42.090846618992856,-7.551548992566151,1.0
9,1683777600000,2023-05-12,41.17,41.3222,41.0356,41.1665,1.8922606566426339,1.8994061351192526,78.94091697187656,59.10081623068678,62.016941814630144,53.268565062800064,-6.320427865047567,1.0
10,1683864000000,2023-05-13,40.9126,41.3412,40.8076,40.9551,1.8149724217845886,1.8825193924523198,75.35535171859885,63.32972001129033,60.83770369926223,68.31375263534652,-10.64953412492856,-1.0
11,1684123200000,2023-05-16,40.9424,40.9998,40.7118,40.8741,1.7361127230008222,1.8532380585620203,75.49412888437766,62.50006562311314,61.64353395503008,64.21312895927926,-18.942675959063237,1.0
12,1684209600000,2023-05-17,41.0044,41.2158,40.8114,41.0564,1.659489167281329,1.8144882803058822,75.79946658907026,61.70646667982333,62.512084104742264,60.09523182998545,-33.34770557437653,1.0
13,1684296000000,2023-05-18,41.2402,41.4008,40.5344,41.0452,1.5993551658796648,1.7714616574206388,76.9745152918405,70.81509634826216,65.00720955039954,82.4308699439874,-25.090311986863647,1.0
