,Timestamp,Date,Close,Volume,Open,High,Low,Vwap,MACD Value,Signal,RSI Value,Williams %R,%K,%D,%J
0,1612846800000,2021-02-09,5.699999809265137,5562600,5.5,5.769999980926514,5.409999847412109,5.62666654586792,0.31083365229282833,0.27809051406877755,67.61363559394817,-19.444484916719095,80.55551508328091,80.55551508328091,80.55551508328091
1,1612933200000,2021-02-10,5.679999828338623,5702700,5.789999961853027,5.880000114440918,5.510000228881836,5.690000057220459,0.31689019796282647,0.28585045084758737,68.78612541507923,-42.55322818572695,69.00114344877699,74.77832926602895,57.44677181427306
2,1613019600000,2021-02-11,5.519999980926514,5156000,5.670000076293945,5.769999980926514,5.480000019073486,5.589999993642171,0.3052605499282368,0.28973247066371727,65.45961328370154,-76.59572957058302,53.80218577565697,67.78628143590495,25.83399445516102
3,1613106000000,2021-02-12,5.610000133514404,3860400,5.519999980926514,5.739999771118164,5.449999809265137,5.599999904632568,0.29984974896879457,0.29175592632473274,59.60912396152001,-57.44677181427305,41.13475680980566,54.64602867807988,14.112213073257223
4,1613451600000,2021-02-16,5.659999847412109,6263600,5.659999847412109,5.789999961853027,5.489999771118164,5.646666526794434,0.29618200745715395,0.292641142551217,56.94443984531928,-46.808540858833965,39.716319252103325,44.884420612521986,29.38011653126601
5,1613538000000,2021-02-17,5.570000171661377,6244500,5.610000133514404,5.659999847412109,5.449999809265137,5.559999942779541,0.28275366595701,0.2906636472323756,50.187270265318,-65.95739716048706,43.26243005546865,41.37116870579255,47.04495275482084
6,1613624400000,2021-02-18,5.360000133514404,7181300,5.489999771118164,5.619999885559082,5.349999904632568,5.4433333079020185,0.25225848178469423,0.2829826141428393,49.62962989126874,-98.11316510884929,29.706965623943233,37.561904977171736,13.997086917486229
7,1613710800000,2021-02-19,4.809999942779541,16875000,5.090000152587891,5.329999923706055,4.659999847412109,4.933333237965901,0.18161684384993215,0.2627094600842579,40.683230687464466,-87.70491290688467,16.074841607926327,29.68141242911274,-11.138300034446502
8,1613970000000,2021-02-22,4.730000019073486,12538700,4.989999771118164,5.139999866485596,4.630000114440918,4.833333333333333,0.1178193633051201,0.23373144072843033,26.838238065527605,-92.00000762939453,7.393971451623838,17.725259561164467,-13.268604767457418
9,1614056400000,2021-02-23,4.570000171661377,11548400,4.599999904632568,4.760000228881836,4.380000114440918,4.570000171661377,0.05372939085331652,0.1977310307534076,33.79629956678457,-87.33332951863608,10.98724998169491,11.48535434708169,9.991041250921352
10,1614142800000,2021-02-24,4.579999923706055,7103000,4.619999885559082,4.71999979019165,4.510000228881836,4.603333314259847,0.0037018497410423734,0.15892519455093457,32.547159095637596,-86.66667938232422,11.617016007601876,9.999412480306875,14.852223062191879
11,1614229200000,2021-02-25,4.420000076293945,8274100,4.519999980926514,4.75,4.380000114440918,4.516666730244954,-0.04829922414037746,0.11748031081267217,32.547166416252054,-97.33333587646484,9.89597756212247,10.833414517139753,8.021103652087906
12,1614315600000,2021-02-26,4.5,6665700,4.630000114440918,4.659999847412109,4.429999828338623,4.529999891916911,-0.08210862743684366,0.077562523162769,30.58250561904387,-92.00000762939453,8.510631102501739,10.007874890742029,5.516143526021157
13,1614574800000,2021-03-01,4.699999809265137,6354300,4.570000171661377,4.75,4.550000190734863,4.666666666666667,-0.09170736458031037,0.04370854561415313,27.411139990308342,-78.66668701171875,12.115829836737868,10.174146167120691,15.999197175972224
14,1614661200000,2021-03-02,4.619999885559082,6191900,4.690000057220459,4.829999923706055,4.610000133514404,4.686666647593181,-0.1045644048079506,0.014053955529732386,22.164930716003454,-84.00001525878906,17.62181210002191,12.749424346420506,27.366587607224712
15,1614747600000,2021-03-03,4.320000171661377,7703500,4.570000171661377,4.599999904632568,4.320000171661377,4.413333415985107,-0.1373775684333216,-0.016232349262878414,19.369354469406574,-100.0,14.784935065854663,14.84085900087148,14.67308719582103
16,1614834000000,2021-03-04,4.190000057220459,12690600,4.28000020980835,4.53000020980835,4.070000171661377,4.2633334795633955,-0.17189071067716633,-0.047364021545736004,19.634685896933433,-93.02326161646153,10.189923199420177,14.198890121765585,2.1719893547293587
17,1614920400000,2021-03-05,4.21999979019165,10492700,4.179999828338623,4.230000019073486,3.8299999237060547,4.0933332443237305,-0.19457891224740909,-0.07680699968607063,17.3708564942813,-80.10204801555463,16.738310807600243,13.90438969095836,22.406153040884007
18,1615179600000,2021-03-08,4.349999904632568,6182300,4.230000019073486,4.449999809265137,4.159999847412109,4.3199998537699384,-0.19976676574735563,-0.10139895289832764,20.36197357198509,-71.5846993111657,34.071643505150696,20.333292504057038,61.54834550733802
