,Timestamp,Date,Close,Volume,Open,High,Low,Vwap,MACD Value,Signal,RSI Value,Williams %R,%K,%D,%J
0,1681275600000,2023-04-12,158.7088862428844,49628520.1111944,159.8093707424086,160.5121819767229,158.32811967022218,159.0427751787404,2.3558055676005267,2.6509393035970246,55.30130967901238,-82.56613048405728,17.433869515942725,17.433869515942725,17.433869515942725
1,1681362000000,2023-04-13,162.8674242212331,64682184.02223887,159.97491638684977,163.41817080477426,159.5123381545911,162.62003983443026,2.4995195760966453,2.6206553580969487,62.86386703389044,-10.820059936188047,53.306904789877336,35.37038715291003,89.17994006381196
2,1681448400000,2023-04-14,163.42193455127784,52445636.80444777,162.3523767940863,164.41121862457447,161.65001994773132,163.46816103644332,2.555990714943306,2.6077224294662202,60.000049718252875,-16.262830519776834,63.45032635332594,44.730366886382,100.89024528721382
3,1681707600000,2023-04-17,163.54864472275557,43702087.360889554,163.2238518743719,163.87322647253959,162.24384895892103,163.23711897062478,2.5726826921924726,2.6007144820114707,65.2078249174056,-14.179843337938083,86.24575540203234,67.6676621817452,123.40194184260665
4,1681794000000,2023-04-18,164.5560912492386,48678817.47217791,164.1980918318779,165.36550151130047,163.64567584628458,164.8475519066585,2.654372778236109,2.6114461412563985,68.79798807323718,-11.501582269377815,86.0185812909691,78.57155434877579,100.91263517535569
5,1681880400000,2023-04-19,165.6763305545352,47911923.49443558,164.15534576656694,166.2579784329039,163.83893150264643,165.44157782030035,2.7797389678345894,2.645104706572037,65.95350097565941,-7.334908423665245,88.9945553230063,87.08629733866924,92.8110712916804
6,1681966800000,2023-04-20,165.12419433356328,51547504.69888712,164.37647214180728,166.20678049158624,163.89342347203691,165.02906258298722,2.7688851313592124,2.669860791529472,60.26805806203141,-14.297658171117355,88.9552837119465,87.98947344197397,90.8869042518916
7,1682053200000,2023-04-21,163.72278808546264,56979340.93977742,163.59700306313167,165.07187776454978,163.05686811659263,163.66943929465324,2.6000970667071215,2.6559080465650022,50.300346283412416,-31.970182865954573,82.13241684642094,86.69408529379125,73.00907995168032
8,1682312400000,2023-04-24,163.68802685537378,44955548.187955484,163.4015041935271,164.171691617258,162.41434256945064,163.29323093698395,2.4627070229391563,2.6172678418398334,47.79178136362494,-32.40854162024222,73.77453911422862,81.62074655753202,58.08212422762182
9,1682398800000,2023-04-25,162.44553994138727,47962389.637591094,163.51289209084285,164.55398000966937,162.1591158057536,162.9599264784974,2.2037987508398373,2.534574023639834,45.359205678995245,-48.07700370980312,59.70140058539997,71.86945218201652,35.365297392166894
10,1682485200000,2023-04-26,162.1891201953087,45991517.92751822,161.84818408039433,163.8146710527972,161.37150984535054,162.30982247587266,1.9750458945848095,2.4226683978288293,50.0,-51.31060160545905,42.60217204196335,58.69270391386399,10.421108298162082
11,1682571600000,2023-04-27,165.82068536718674,61120143.58550364,163.20221629064392,166.2645926092847,163.10688144363516,165.71545800058973,2.1405515931312777,2.3662450368893193,58.54989939227735,-5.593255914892586,50.380973103610394,50.894848576991244,49.3532221568487
12,1682658000000,2023-04-28,167.55285777656235,56391388.717100725,166.0866789186559,167.77629203050884,165.58448367726095,167.44800066679616,2.3461269174980828,2.362221413011072,68.59509086154563,-2.3648410023260222,68.05714651834204,53.68009722130526,96.81124511241558
13,1682917200000,2023-05-01,167.8280154029687,53256597.74342014,167.28925760433123,168.55383372486023,166.68193086256846,167.86710553897126,2.473346337980928,2.384446398005043,72.61971620944149,-7.097972014602895,92.44456285335106,70.29422749176783,136.74523357651753
14,1683003600000,2023-05-02,167.05144292434372,49391879.54868402,168.17131369383398,168.63015999254893,166.03021316969182,167.12460837021044,2.4619099138901674,2.3999391011820683,71.33471045079429,-17.31462948346887,88.21878965100456,82.90683300756588,98.84270293788191
15,1683090000000,2023-05-03,166.03284717861874,61987175.9097368,167.88045020563735,169.09687634084256,165.59892280258913,166.82761796030564,2.3388116232049185,2.3877136055866384,56.13243544107307,-39.66192625310104,76.16099873777365,85.60811708070975,57.26676205190148
16,1683176400000,2023-05-04,164.51434531463,77385755.18194737,164.17105934763705,166.11716698937806,163.25538506598014,164.0588200439909,2.084610280040266,2.327092940477364,51.73429373666831,-59.31797577353271,59.756879977008545,74.71222278859558,29.846194353834477
17,1683262800000,2023-05-05,170.37253459026974,106130271.03638947,168.25255508954174,171.2712648770922,167.89517645289428,171.15066518594108,2.4761268817635482,2.356899728734601,67.03431133362588,-9.078308341376644,63.98059654399653,66.63282508625957,58.67613945947045
18,1683522000000,2023-05-08,171.48871590242894,65996294.207277894,170.2568636319035,171.94567125001996,169.89234706102127,171.42455792892454,2.749122833167945,2.43534434962127,65.07929790967721,-4.321433446147647,75.760760812981,66.49941244466203,94.28345754961896
19,1683608400000,2023-05-09,170.34177394220453,49460778.84145558,171.1091788212444,171.83501885019578,169.88785945930354,170.58304392042075,2.795052056844753,2.5072858910659668,58.668279355793516,-15.16808044094324,89.48471310329961,76.40869015342571,115.63675900304742
20,1683694800000,2023-05-10,171.5300735384409,52871755.768291116,171.2558729846947,172.20096944629668,170.1245466931705,171.4344413448197,2.940548945373507,2.593938501927475,63.99345539851591,-6.195100518193722,90.01090129151191,85.08545840259751,99.86178706934072
21,1683781200000,2023-05-11,171.91823394596943,50186111.153658226,171.94259994654195,172.7177009560825,170.38574694599745,171.77106829686159,3.0360388760109913,2.6823585767441784,68.77414231194767,-7.046126777794845,88.63506007394217,89.37689148958457,87.1513972426574
22,1683867600000,2023-05-12,171.25034600794388,46435462.230731644,172.08797320553384,172.59196298064433,169.6986628219202,171.05693143370775,3.001914587514335,2.74626977889821,65.65803765562649,-12.932577406974069,89.51464792930695,89.38686976492033,89.77020425808018
23,1684126800000,2023-05-15,170.7202230101825,39100452.446146324,171.75223361010652,171.89268940132217,169.93401654240012,170.7661394132513,2.9014276158844154,2.777301346295451,68.70563430409129,-17.604832550463968,84.9779555249184,87.70922117605583,79.51542422264353
24,1684213200000,2023-05-16,170.61419841063025,41508330.48922926,170.75715041307984,171.69731129441226,170.24281448312655,170.85205766557837,2.7896338048822145,2.7797678380128037,68.7357609432978,-21.886817692579893,80.3841698510074,84.95892443507758,71.23466068286703
25,1684299600000,2023-05-17,171.08470491650104,54662946.09784585,170.3360526227533,171.49166572751156,169.21006902016097,170.53148951105825,2.719286416441207,2.7676715536984844,62.02921883436479,-17.257889702134975,74.26600478277435,79.87604338623338,63.04592757585627
26,1684386000000,2023-05-18,173.05057135439395,63329949.21956917,171.2749662256325,173.28265605164273,170.71666542326693,172.78858537352872,2.819825169427304,2.7781022768442485,64.11781628581244,-2.3145350073875957,79.40304363877614,78.01773942418596,82.17365206795651
27,1684472400000,2023-05-19,173.53096388025378,57283909.84391383,174.15136265304665,174.55290061824869,172.8896979038012,173.98482659851788,2.875157162969515,2.797513254069302,64.60643563014222,-9.045676753148621,80.43739846324452,78.03548229493167,85.24123079987024
28,1684731600000,2023-05-22,172.86566543230074,46313501.96878277,172.81526038106966,173.47454578508172,172.142580972329,172.62003321218785,2.809822337365091,2.79997507072846,64.8956467473937,-14.93456838489718,81.19820892005168,80.34621700735744,82.90219274544017
29,1684818000000,2023-05-23,170.6387702934914,49860540.39375655,171.87387493275284,172.20400905823834,170.2720840796016,170.59096041391214,2.5178263057031813,2.743545317723404,60.17550277388758,-34.645938805291756,58.677952398432836,73.43785326057635,29.158150674145816
30,1684904400000,2023-05-24,170.41547378526076,46086908.07875131,170.06766352146235,171.18852577864465,169.2952399381508,170.11511117324582,2.282506289332133,2.65133751204515,65.73365513592148,-62.14476193709476,39.24075548766549,59.70563893538333,-1.6890114077701952
31,1684990800000,2023-05-25,171.2829116515834,54064021.61575027,170.75334530671253,172.1592414464517,170.02782161376547,171.37088617141225,2.163077147507437,2.553685439137608,48.72423775138968,-61.203294669359934,29.36613032146556,42.42827940252129,3.2418321593540895
32,1685077200000,2023-05-26,173.39154326781667,54680804.32315005,171.61218337212512,173.83647520294846,171.30052059243422,173.264393383683,2.2378199364307534,2.490512338596237,56.90750787951014,-21.736738826798916,46.54037537478479,38.38242039463861,62.856285335077146
33,1685422800000,2023-05-30,175.29641168090706,55707680.864630006,174.67088578610318,176.7257530218629,174.29924147940224,176.08987432063847,2.4187685414242424,2.476163579161838,68.19638663509521,-19.018113862053777,66.0139508805958,47.3068188589487,103.42821492388998
34,1685509200000,2023-05-31,175.63771251196266,90841776.172926,175.5760574420053,177.58911286134867,175.04965109221732,176.25508134545592,2.529017095278448,2.4867342823851604,63.925561912657415,-23.28905763440191,78.57231038379496,63.70887887972518,108.29917339193452
35,1685595600000,2023-06-01,177.95841408442377,73289795.2345852,176.05055470769344,178.37248643527437,175.33457665504983,177.50424245068427,2.8111758791745842,2.5516226017430452,69.62998403931948,-4.5192478370128715,84.2973394932572,76.29453358588265,100.3029513080063
36,1685682000000,2023-06-02,179.10461006297848,64214679.046917036,178.7864882962444,179.84570579539337,177.2394877746185,179.10696174918368,3.068215509650173,2.654941183324471,75.11974879282329,-6.968042892746282,88.29527947181573,83.72164311628929,97.44255218286864
37,1685941200000,2023-06-05,178.24731361415817,110400135.80938342,180.60267202396054,182.6545205079437,176.6528955834137,179.29865374121565,3.126290406469508,2.7492110279534785,71.39594703271473,-32.78086054898145,85.14140084456496,85.91133993654596,83.60152266060297
38,1686027600000,2023-06-06,177.78240950017536,73958747.16187668,178.85623914622462,179.38557024979121,176.05178195641176,177.37867323553135,3.106902560748125,2.820749334512408,69.9218407785002,-36.238823221577505,74.5053311270638,82.64733714781482,58.22131908556173
39,1686114000000,2023-06-07,176.58699947816007,64347429.432375334,177.29348865937405,179.59626816401556,175.84431983666292,177.24318130731785,2.9463775186141277,2.8458749713327522,63.723894854733516,-45.41802231104486,60.82906036757967,73.49193077973614,35.50331954326674
40,1686200400000,2023-06-08,178.52895995422574,53041405.886475064,176.55264814959023,179.34494420188193,175.91385692659668,178.07593482789028,3.0045159521044127,2.8776031674870843,64.46530327768349,-30.881607225514703,59.71376242962939,65.01605130809095,49.10918467270628
41,1686286800000,2023-06-09,179.22666601428264,49704841.177295014,179.25967678287145,180.3971016264127,178.44191823443595,179.71172235774603,3.046669781651275,2.9114164903199224,64.97929005843304,-25.658975240117922,58.19497862178628,59.57926713966511,55.426401586028604
